record_time,product_name,recipe_name,serial_no,final_result,camera1_result,camera2_result,duration_ms,is_error,error_code,error_message,lock_required,release_required,release_result,cam1_capture_ms,cam1_detail,cam1_image_path,cam1_infer_ms,cam1_match_ms,cam1_result,camera_count,camera_results_summary,capture_ms,created_at,infer_ms,item_01_algorithm_code,item_01_camera,item_01_detail,item_01_enabled,item_01_id,item_01_name,item_01_params_json,item_01_result,item_01_roi_label,item_count,item_results_json,item_results_summary,match_ms,task_id
2026-03-24 18:04:58,20000,line2dup_recipe.json,,NG,NG,,1085,False,,,False,False,,106.36999999405816,20260324_180457_040085_cam1.png pred=NG NG: roi1 diff=-0.0026 match=449.5ms infer=170.6ms,C:\Users\goney\Desktop\MatchTemplate2\EmbeddingTest\.qr_session\20000\runtime_capture\20260324_180457_040085_cam1.png,170.56790000060573,449.4524000037927,NG,1,cam1:NG,106.36999999405816,2026-03-24T18:04:58,170.56790000060573,shared_backbone_register,cam1,diff=-0.0026 match=449.5ms infer=170.6ms,True,roi1,roi1,{},NG,roi1,1,"[{""item_id"": ""roi1"", ""display_name"": ""roi1"", ""camera_id"": ""cam1"", ""roi_label"": ""roi1"", ""algorithm_code"": ""shared_backbone_register"", ""enabled"": true, ""params"": {}, ""result"": ""NG"", ""detail"": ""diff=-0.0026 match=449.5ms infer=170.6ms""}]",roi1:NG,449.4524000037927,runtime_20260324_180458_165522
2026-03-24 18:06:42,20000,line2dup_recipe.json,,NG,NG,,1262,False,,,False,False,,22.903300006873906,20260324_180641_055386_cam1.png pred=NG NG: roi1 diff=-0.0037 match=622.6ms infer=185.0ms,C:\Users\goney\Desktop\MatchTemplate2\EmbeddingTest\.qr_session\20000\runtime_capture\20260324_180641_055386_cam1.png,184.99679998785723,622.6469999965047,NG,1,cam1:NG,22.903300006873906,2026-03-24T18:06:42,184.99679998785723,shared_backbone_register,cam1,diff=-0.0037 match=622.6ms infer=185.0ms,True,roi1,roi1,{},NG,roi1,1,"[{""item_id"": ""roi1"", ""display_name"": ""roi1"", ""camera_id"": ""cam1"", ""roi_label"": ""roi1"", ""algorithm_code"": ""shared_backbone_register"", ""enabled"": true, ""params"": {}, ""result"": ""NG"", ""detail"": ""diff=-0.0037 match=622.6ms infer=185.0ms""}]",roi1:NG,622.6469999965047,runtime_20260324_180642_456411
2026-03-24 19:34:40,20000,line2dup_recipe.json,,NG,NG,,880,True,,line2dup did not find any match,False,False,,0.0,,C:\Users\goney\Desktop\MatchTemplate2\EmbeddingTest\.qr_session\20000\runtime_capture\20260324_193439_353801_cam1.png,0.0,0.0,NG,1,cam1:NG,0.0,2026-03-24T19:34:40,0.0,shared_backbone_register,cam1,,True,roi1,roi1,{},NG,roi1,1,"[{""item_id"": ""roi1"", ""display_name"": ""roi1"", ""camera_id"": ""cam1"", ""roi_label"": ""roi1"", ""algorithm_code"": ""shared_backbone_register"", ""enabled"": true, ""params"": {}, ""result"": ""NG"", ""detail"": """"}]",roi1:NG,0.0,runtime_20260324_193440_218751
